id;track_name;genre;artist_name;topic;release_date
1099;sweet savannah sue;jazz;louis armstrong;romantic;1955
1100;blue turning grey over you;jazz;louis armstrong;romantic;1955
1101;the day that the circus left town;jazz;eartha kitt;sadness;1955
1102;my one and only love;jazz;cal tjader;obscene;1955
1103;doug's blues;jazz;donald byrd;obscene;1955
1104;birth of the blues;jazz;sammy davis jr.;music;1955
1105;bye bye blackbird;jazz;miles davis;sadness;1955
1106;there's no you;jazz;miles davis;sadness;1955
1107;without a song;jazz;stan getz;music;1955
1108;hot house;jazz;dizzy gillespie;obscene;1955
1109;you took advantage of me;jazz;carmen mcrae;sadness;1955
1110;honeysuckle rose;jazz;anita o'day;romantic;1955
1111;honeysuckle rose;jazz;louis armstrong;romantic;1955
1112;strangers in the starlight;jazz;eartha kitt;romantic;1955
1113;anything goes;jazz;helen merrill;world/life;1955
1114;somewhere;jazz;dave brubeck;world/life;1955
1115;solitude;jazz;thelonious monk;sadness;1955
1116;i cried for you;jazz;sarah vaughan;sadness;1955
1117;it don't mean a thing (if it ain't got that swing);jazz;thelonious monk;music;1955
1118;it's a blue world;jazz;the four freshmen;world/life;1955
1119;all the things you are;jazz;dizzy gillespie;romantic;1955
1120;my foolish heart;jazz;margaret whiting;sadness;1955
1121;swingin';jazz;clifford brown;music;1955
1122;exactly like you;jazz;erroll garner;world/life;1955
1123;you'd be so nice to come home to;jazz;helen merrill;music;1955
1124;after hours;jazz;sarah vaughan;world/life;1955
1125;you're mine, you;jazz;sarah vaughan;romantic;1955
1126;i wonder;jazz;louis armstrong;sadness;1955
1127;everything happens to me;jazz;stan getz;world/life;1955
1128;your cheatin' heart;jazz;louis armstrong;sadness;1955
1129;stella by starlight;jazz;miles davis;music;1955
1130;i'll take romance;jazz;june christy;romantic;1955
1131;my romance;jazz;dave brubeck;romantic;1955
1132;i'll remember april;jazz;carmen mcrae;romantic;1955
1133;my reverie;jazz;sarah vaughan;world/life;1955
1134;all the things you are;jazz;erroll garner;world/life;1955
1135;keepin' out of mischief now;jazz;louis armstrong;obscene;1955
1136;love me or leave me;jazz;doris day;night/time;1955
1137;deep purple;jazz;sarah vaughan;sadness;1955
1138;what's new;jazz;helen merrill;world/life;1955
1139;exactly like you;jazz;dizzy gillespie;obscene;1955
1140;like someone in love;jazz;dave brubeck;sadness;1955
1141;nobody else but me;jazz;stan getz;feelings;1955
1142;just friends;jazz;sarah vaughan;sadness;1955
1143;warm december;jazz;julie london;romantic;1956
1144;fools rush in;jazz;julie london;sadness;1956
1145;life is just a bowl of cherries;jazz;judy garland;world/life;1956
1146;would'n you;jazz;miles davis;romantic;1956
1147;i wish you love;jazz;dean martin;sadness;1956
1148;easy living;jazz;bill evans;world/life;1956
1149;let me love you tonight;jazz;dean martin;romantic;1956
1150;smoke gets in your eyes;jazz;eartha kitt;sadness;1956
1151;somebody loves you;jazz;dean martin;world/life;1956
1152;thad's blues;jazz;hank mobley;obscene;1956
1153;i hear music;jazz;nat king cole;music;1956
1154;i want to be happy;jazz;nat king cole;world/life;1956
1155;my romance;jazz;bill evans;sadness;1956
1156;you are too beautiful;jazz;thelonious monk;sadness;1956
1157;stella by starlight;jazz;nat king cole;sadness;1956
1158;goodbye;jazz;rosemary clooney;world/life;1956
1159;is it true what they say about dixie?;jazz;dean martin;romantic;1956
1160;moments like this;jazz;julie london;romantic;1956
1161;you're breaking my heart (mattinata);jazz;dean martin;sadness;1956
1162;there's no tomorrow;jazz;dean martin;romantic;1956
1163;take me in your arms (torna a surriento);jazz;dean martin;sadness;1956
1164;pardon;jazz;dean martin;world/life;1956
1165;(when your heart's on fire) smoke gets in your eyes;jazz;vic damone;sadness;1956
1166;four;jazz;miles davis quartet;world/life;1956
1167;c'est si bon;jazz;eartha kitt;romantic;1956
1168;let's fall in love;jazz;vic damone;violence;1956
1169;memories are made of this;jazz;dean martin;world/life;1956
1170;innamorata;jazz;dean martin;romantic;1956
1171;but not for me;jazz;chet baker;sadness;1956
1172;that old feeling;jazz;chet baker;sadness;1956
1173;i get along without you very well (except sometimes);jazz;chet baker;night/time;1956
1174;it's always you;jazz;chet baker;music;1956
1175;i fall in love too easily;jazz;chet baker;sadness;1956
1176;the thrill is gone;jazz;chet baker;romantic;1956
1177;it's bad for me;jazz;rosemary clooney;feelings;1956
1178;my heart belongs to daddy;jazz;eartha kitt;sadness;1956
1179;non dimenticar;jazz;dean martin;romantic;1956
1180;september in the rain;jazz;julie london;music;1956
1181;i know that you know;jazz;sonny stitt;obscene;1956
1182;i have but one heart ('o marenariello);jazz;dean martin;world/life;1956
1183;sweet leilani;jazz;bing crosby;romantic;1956
1184;this years kisses;jazz;lester young;romantic;1956
1185;ellis in wonderland;jazz;herb ellis;sadness;1956
1186;let's do it;jazz;eartha kitt;sadness;1956
1187;valse hot;jazz;sonny rollins;obscene;1956
1188;blues in the night (my mama done tol' me);jazz;louis armstrong;music;1957
1189;autumn leaves;jazz;keely smith;music;1957
1190;you're my thrill;jazz;chet baker;romantic;1957
1191;so this is love;jazz;dave brubeck;obscene;1957
1192;sonny's mood;jazz;sonny clark;music;1957
1193;i surrender dear;jazz;thelonious monk;sadness;1957
1194;love me or leave me;jazz;anita o'day;sadness;1957
1195;and that reminds me;jazz;della reese;music;1957
1196;too close for comfort;jazz;count basie;romantic;1957
1197;night and day;jazz;fred astaire;night/time;1957
1198;just you;reggae;prince buster;obscene;1963
1199;they got to come;reggae;prince buster;violence;1963
1200;next door neighbour;reggae;owen gray;world/life;1964
1201;simmer down;reggae;bob marley & the wailers;violence;1964
1202;i got a pain;reggae;prince buster;obscene;1964
1203;sammy dead;reggae;eric morris;violence;1964
1204;lucky 7;reggae;prince buster;world/life;1964
1205;coolie boy;reggae;don drummond;obscene;1965
1206;long time now;reggae;the ethiopians;night/time;1966
1207;engine 54;reggae;the ethiopians;sadness;1966
1208;give me your love;reggae;the ethiopians;night/time;1966
1209;dark street;reggae;prince buster;obscene;1967
1210;dance with me;reggae;the paragons;obscene;1967
1211;oh love (live);reggae;prince buster;obscene;1967
1212;mercy, mercy, mercy;reggae;john holt;world/life;1967
1213;true, true, true;reggae;ken parker;romantic;1967
1214;shanty town;reggae;prince buster;obscene;1967
1215;sweet music;reggae;desmond dekker;music;1967
1216;i am free;reggae;the gaylads;violence;1967
1217;let him try;reggae;alton ellis;sadness;1967
1218;a silver bird;reggae;the paragons;world/life;1967
1219;unity;reggae;desmond dekker;world/life;1967
1220;rude boy train;reggae;desmond dekker;obscene;1967
1221;blackbird singing;reggae;the paragons;world/life;1967
1222;wiseman;reggae;desmond dekker;world/life;1967
1223;don't stay away;reggae;phyllis dillon;sadness;1967
1224;the first time i saw you;reggae;the paragons;violence;1967
1225;she want it;reggae;the gaylads;obscene;1967
1226;don't touch me tomato;reggae;phyllis dillon;feelings;1967
1227;why;reggae;alton ellis;world/life;1967
1228;perfidia;reggae;phyllis dillon;sadness;1967
1229;breaking up;reggae;alton ellis;sadness;1968
1230;willow tree;reggae;alton ellis;sadness;1968
1231;in love with you;reggae;the heptones;world/life;1968
1232;i can't stand it;reggae;alton ellis;violence;1968
1233;i want everything;reggae;the tennors;obscene;1968
1234;ride your donkey;reggae;the tennors;music;1968
1235;what the world needs now is love;reggae;tommy mccook;obscene;1968
1236;out of love (i'm the one love forgot);reggae;the uniques;obscene;1968
1237;love is all i had;reggae;phyllis dillon;world/life;1968
1238;angel of the morning;reggae;joya landis;sadness;1968
1239;moonlight lover;reggae;joya landis;romantic;1968
1240;rough rider;reggae;prince buster;night/time;1968
1241;equal rights;reggae;peter tosh;night/time;1968
1242;gypsy woman;reggae;the uniques;romantic;1968
1243;ketchy shuby;reggae;peter tosh;night/time;1968
1244;walk with love;reggae;prince buster;sadness;1968
1245;speak no evil;reggae;the uniques;violence;1968
1246;my heart is gone;reggae;ken boothe;sadness;1968
1247;reggae girl;reggae;the tennors;obscene;1968
1248;party time;reggae;the heptones;world/life;1968
1249;the baddest;reggae;prince buster;obscene;1969
1250;drink milk;reggae;justin hinds;obscene;1969
1251;wondering;reggae;the hippy boys;world/life;1969
1252;when you call my name;reggae;stranger cole;sadness;1969
1253;my girl;reggae;glen adams;obscene;1969
1254;shang i;reggae;the hippy boys;music;1969
1255;bla bla bla;reggae;the maytals;music;1969
1256;everything crash;reggae;the ethiopians;violence;1969
1257;scare him;reggae;the maytals;romantic;1969
1258;long shot kick de bucket;reggae;the pioneers;violence;1969
1259;mama look deh;reggae;the reggae boys;music;1969
1260;hanging fire;reggae;jimmy cliff;world/life;1969
1261;reggae night;reggae;jimmy cliff;night/time;1969
1262;roots woman;reggae;jimmy cliff;romantic;1969
1263;fu man chu;reggae;desmond dekker;violence;1969
1264;jungle lion;reggae;"lee ""scratch"" perry";music;1969
1265;we all are one;reggae;jimmy cliff;world/life;1969
1266;roots radical;reggae;jimmy cliff;sadness;1969
1267;third world people;reggae;jimmy cliff;world/life;1969
1268;special;reggae;jimmy cliff;night/time;1969
1269;john jones;reggae;rudy mills;violence;1969
1270;double wheel;reggae;the upsetters;obscene;1969
1271;doctor no go;reggae;the hippy boys;sadness;1969
1272;challenge;reggae;the hippy boys;obscene;1969
1273;moon walk;reggae;the hippy boys;obscene;1969
1274;one (heart, one love);reggae;the ethiopians;world/life;1969
1275;seven letters;reggae;derrick morgan;music;1969
1276;african zulu;reggae;the hippy boys;obscene;1969
1277;kill them all;reggae;the upsetters;violence;1969
1278;long time;reggae;derrick harriott;obscene;1970
1279;monkey man;reggae;the upsetters;obscene;1970
1280;now you are gone;reggae;the pioneers;world/life;1970
1281;why baby why;reggae;ken boothe;sadness;1970
1282;joy joy;reggae;the ethiopians;world/life;1970
1283;no man is an island;reggae;dennis brown;world/life;1970
1284;money day;reggae;the pioneers;obscene;1970
1285;peace in your mind (peace of mind);reggae;bob andy;obscene;1970
1286;put a little love in your heart;reggae;marcia griffiths;world/life;1970
1287;you can get it if you really want;reggae;desmond dekker;world/life;1970
1288;the loser;reggae;derrick harriott;sadness;1970
1289;message from a black man;reggae;derrick harriott;violence;1970
1290;things a get bad to worse;reggae;the ethiopians;world/life;1970
1291;river bed;reggae;the gaylads;violence;1970
1292;stereo freeze;reggae;jackie mittoo;music;1970
1293;dream dream;reggae;the gaylads;world/life;1970
1294;going to a ball;reggae;dennis brown;world/life;1970
1295;sweet sensation;reggae;the melodians;sadness;1970
1296;my heart is gone;reggae;john holt;sadness;1971
1297;mother funk;reggae;jackie mittoo;violence;1971
1298;make it with you;reggae;dennis brown;sadness;1971
1299;rock away;reggae;u-roy;sadness;1971
1300;change your style;reggae;dennis brown;violence;1971
1301;peace and love;reggae;u-roy;world/life;1971
1302;you have caught me;reggae;the melodians;world/life;1971
1303;love divine;reggae;john holt;violence;1971
1304;do you want me;reggae;john holt;world/life;1971
1305;my girl;reggae;the techniques;sadness;1971
1306;i'm gonna be free;reggae;the ethiopians;world/life;1972
1307;it's alright;reggae;slim smith;obscene;1972
1308;money love;reggae;slim smith;obscene;1972
1309;my happiness;reggae;prince buster;obscene;1972
1310;too experience;reggae;bob andy;obscene;1972
1311;i am alright;reggae;big youth;world/life;1972
1312;everything i own;reggae;ken boothe;sadness;1972
1313;screaming target;reggae;big youth;violence;1972
1314;crying over you;reggae;ken boothe;sadness;1972
1315;pride & ambition;reggae;leroy smart;obscene;1972
1316;close to you;reggae;phyllis dillon;violence;1972
1317;blinded by love;reggae;slim smith;violence;1972
1318;big five;reggae;prince buster;night/time;1972
1319;love of a woman;reggae;horace andy;romantic;1972
1320;move me;reggae;the upsetters;violence;1972
1321;please don't go;reggae;horace andy;romantic;1972
1322;killing me softly with her song;reggae;john holt;music;1973
1323;i could dance all night;reggae;john holt;obscene;1973
1324;come dance with me;reggae;john holt;violence;1973
1325;maybe some day;reggae;john holt;violence;1973
1326;fancy make up;reggae;john holt;world/life;1973
1327;help me make it through the night;reggae;john holt;night/time;1973
1328;struggling man;reggae;jimmy cliff;world/life;1973
1329;duppy conqueror;reggae;bob marley & the wailers;violence;1973
1330;get up, stand up;reggae;bob marley & the wailers;violence;1973
1331;no sympathy;reggae;the wailers;world/life;1973
1332;i see you;reggae;toots & the maytals;music;1973
1333;hallelujah time;reggae;the wailers;music;1973
1334;pass it on;reggae;the wailers;world/life;1973
1335;take me home, country roads;reggae;toots & the maytals;music;1973
1336;having a party;reggae;toots & the maytals;obscene;1973
1337;sailing on;reggae;toots & the maytals;music;1973
1338;sooner or later;reggae;jimmy cliff;violence;1973
1339;rastaman chant;reggae;the wailers;music;1973
1340;put it on;reggae;the wailers;feelings;1973
1341;high tide or low tide;reggae;bob marley & the wailers;night/time;1973
1342;400 years;reggae;the wailers;world/life;1973
1343;concrete jungle;reggae;bob marley & the wailers;world/life;1973
1344;country road;reggae;toots & the maytals;music;1973
1345;pressure drop;reggae;toots & the maytals;obscene;1973
1346;i shot the sheriff;reggae;the wailers;violence;1973
1347;gold and silver;reggae;the maytals;obscene;1973
1348;pomps & pride;reggae;toots & the maytals;sadness;1973
1349;back out with it;reggae;wailing souls;obscene;1973
1350;things & time;reggae;wailing souls;sadness;1973
1351;better days are coming;reggae;jimmy cliff;world/life;1973
1352;pack up;reggae;wailing souls;violence;1973
1353;thou shall not steal;reggae;wailing souls;sadness;1973
1354;come on people;reggae;jimmy cliff;world/life;1973
1355;let's seize the time;reggae;jimmy cliff;night/time;1973
1356;i can't live without you;reggae;jimmy cliff;world/life;1973
1357;jah work;reggae;augustus pablo;obscene;1973
1358;loving spirit;reggae;the maytals;feelings;1973
1359;tag along;reggae;horace andy;night/time;1974
1360;version;reggae;clinton fearon;world/life;1974
1361;let love in;reggae;dennis brown;sadness;1974
1362;ital fighting;reggae;dillinger;obscene;1974
1363;cornbread;reggae;dillinger;obscene;1974
1364;talkin' blues;reggae;bob marley & the wailers;music;1974
1365;i want to know;reggae;jimmy cliff;feelings;1974
1366;dread locks;reggae;lee perry & the upsetters;obscene;1974
1367;spinning dub;reggae;the revolutionaries;obscene;1975
1368;resting place;reggae;burning spear;world/life;1975
1369;slavery days;reggae;burning spear;world/life;1975
1370;old marcus garvey;reggae;burning spear;world/life;1975
1371;three blind mice;reggae;max romeo;obscene;1975
1372;love jah;reggae;dennis brown;world/life;1975
1373;abendigo;reggae;the abyssinians;violence;1976
1374;know jah today;reggae;the abyssinians;world/life;1976
1375;black kill a black (black against black);reggae;gregory isaacs;violence;1976
1376;my religion;reggae;gregory isaacs;obscene;1976
1377;igziabeher (let jah be praised);reggae;peter tosh;violence;1976
1378;big fight;reggae;prince far i;obscene;1976
1379;get up, stand up;reggae;peter tosh;violence;1976
1380;dear mother;reggae;jimmy cliff;romantic;1976
1381;you're the only one;reggae;jimmy cliff;world/life;1976
1382;long, long dread locks;reggae;linval thompson;night/time;1976
1383;y mas gan;reggae;the abyssinians;world/life;1976
1384;declaration of rights;reggae;the abyssinians;violence;1976
1385;stepping razor;reggae;peter tosh;obscene;1976
1386;african race;reggae;the abyssinians;violence;1976
1387;salary is thin (the sun shines for me);reggae;gregory isaacs;sadness;1976
1388;promise is a comfort;reggae;gregory isaacs;sadness;1976
1389;brand new beggar;reggae;third world;world/life;1976
1390;shadow;reggae;prince far 1;sadness;1976
1391;let my days be long;reggae;the abyssinians;world/life;1976
1392;i and i;reggae;the abyssinians;world/life;1976
1393;doctor love;reggae;john holt;obscene;1976
1394;fighting against conviction;reggae;bunny wailer;violence;1976
1395;reincarnated souls;reggae;bunny wailer;world/life;1976
1396;why must i cry;reggae;peter tosh;sadness;1976
1397;roots, rock, reggae;reggae;bob marley & the wailers;music;1976
1398;rat race;reggae;bob marley & the wailers;violence;1976
1399;young generation dub;reggae;king tubby;violence;1976
1400;war;reggae;bob marley & the wailers;violence;1976
1401;no sympathy;reggae;peter tosh;world/life;1976
1402;them never love poor marcus;reggae;mighty diamonds;violence;1976
1403;can't stand the pressure;reggae;aswad;violence;1976
1404;say so;reggae;king tubby;obscene;1976
1405;ballistic affair;reggae;leroy smart;obscene;1976
1406;shame and pride;reggae;mighty diamonds;world/life;1976
1407;cry to me;reggae;bob marley & the wailers;sadness;1976
1408;night shift;reggae;bob marley & the wailers;night/time;1976
1409;jah jah is the conqueror;reggae;linval thompson;violence;1976
1410;fever;reggae;junior byles;romantic;1976
1411;i need a roof;reggae;mighty diamonds;world/life;1976
1412;back to africa;reggae;aswad;sadness;1976
1413;door peep;reggae;burning spear;world/life;1976
1414;mystery babylon;reggae;peter tosh;music;1976
1415;mother;reggae;burning spear;violence;1976
1416;rock away;reggae;gregory isaacs;sadness;1976
1417;there is no end;reggae;the abyssinians;world/life;1976
1418;natty take over;reggae;justin hinds & the dominoes;world/life;1976
1419;i shall sing;reggae;toots & the maytals;music;1976
1420;lion;reggae;burning spear;violence;1976
1421;it's good;reggae;burning spear;world/life;1976
1422;why me black brother why;reggae;mighty diamonds;violence;1976
1423;tan and see;reggae;max romeo;night/time;1976
1424;never you change;reggae;toots & the maytals;world/life;1976
1425;stealing in the name of jah;reggae;max romeo;sadness;1976
1426;natural natty;reggae;mighty diamonds;night/time;1976
1427;if i follow my mind;reggae;jimmy cliff;night/time;1976
1428;black soul;reggae;burning spear;violence;1976
1429;children;reggae;burning spear;violence;1976
1430;go seek your rights;reggae;mighty diamonds;violence;1976
1431;i don't like it;reggae;leroy smart;obscene;1977
1432;big eel;reggae;i-roy;obscene;1977
1433;ark of the covenant;reggae;the congos;world/life;1977
1434;the price of peace;reggae;jimmy cliff;world/life;1977
1435;on my life;reggae;jimmy cliff;world/life;1977
1436;be true;reggae;jimmy cliff;world/life;1977
1437;culture;reggae;the ethiopians;violence;1977
1438;hurry on;reggae;the ethiopians;night/time;1977
1439;i love jah;reggae;the ethiopians;world/life;1977
1440;let's kiss & say goodbye;reggae;john holt;romantic;1977
1441;get ready;reggae;gregory isaacs;obscene;1977
1442;stepping free;reggae;bob andy;violence;1977
1443;revelation;reggae;bob andy;violence;1977
1444;winter world of love;reggae;john holt;world/life;1977
1445;who feels it (knows it);reggae;bob marley & the wailers;sadness;1977
1446;police & thieves;reggae;junior murvin;violence;1977
1447;let him go;reggae;bob marley & the wailers;romantic;1977
1448;apartheid;reggae;peter tosh;violence;1977
1449;jah guide;reggae;peter tosh;violence;1977
1450;400 years;reggae;peter tosh;world/life;1977
1451;vampire;reggae;peter tosh;violence;1977
1452;babylon queendom;reggae;peter tosh;sadness;1977
1453;you can't blame the youth;reggae;peter tosh;sadness;1977
1454;do you remember;reggae;bob marley & the wailers;violence;1977
1455;the sun;reggae;burning spear;night/time;1977
1456;congoman;reggae;the congos;music;1977
1457;guiltiness;reggae;bob marley & the wailers;world/life;1977
1458;natural mystic;reggae;bob marley & the wailers;music;1977
1459;two sevens clash;reggae;culture;world/life;1977
1460;don't blame it on i;reggae;the congos;sadness;1977
1461;jah pretty face;reggae;culture;music;1977
1462;i'm alone in the wilderness;reggae;culture;feelings;1977
1463;pirate days;reggae;culture;world/life;1977
1464;natty dread taking over;reggae;culture;sadness;1977
1465;it's a long way around;reggae;burning spear;obscene;1977
1466;black disciples;reggae;burning spear;sadness;1977
1467;when i am down;reggae;dennis brown;world/life;1978
1468;truth and right;reggae;dennis brown;violence;1978
1469;liberation;reggae;creation rebel;violence;1978
1470;it's up to you;reggae;tetrack;obscene;1978
1471;meditation;reggae;the abyssinians;romantic;1978
1472;jah loves;reggae;the abyssinians;romantic;1978
1473;dem a come;reggae;the abyssinians;world/life;1978
1474;isn't it time;reggae;tetrack;night/time;1978
1475;my time;reggae;dennis brown;night/time;1978
1476;look within yourself;reggae;tetrack;world/life;1978
1477;universal love (beyond the boundries);reggae;jimmy cliff;world/life;1978
1478;she is a woman;reggae;jimmy cliff;romantic;1978
1479;simmer down;reggae;johnny clarke;music;1978
1480;take heed;reggae;johnny clarke;violence;1978
1481;ride on girl;reggae;johnny clarke;obscene;1978
1482;dread a dread;reggae;johnny clarke;violence;1978
1483;declaration of rights;reggae;johnny clarke;violence;1978
1484;i man come again;reggae;johnny clarke;obscene;1978
1485;who have eyes to see;reggae;prince far i;violence;1978
1486;blood dunza;reggae;johnny clarke;violence;1978
1487;you left me standing by the door;reggae;jimmy cliff;sadness;1978
1488;crisis;reggae;bob marley & the wailers;world/life;1978
1489;cold sweat;reggae;third world;violence;1978
1490;holy mount zion;reggae;culture;violence;1978
1491;lonely streets;reggae;jimmy cliff;sadness;1978
1492;love shine bright;reggae;culture;world/life;1978
1493;behold;reggae;culture;music;1978
1494;only jah jah know;reggae;tetrack;world/life;1978
1495;better days;reggae;the heptones;obscene;1978
1496;created by the father;reggae;gregory isaacs;music;1978
1497;dub from creation;reggae;creation rebel;violence;1978
1498;big fool;rock;ronnie self;sadness;1955
1499;bop-a-lena;rock;ronnie self;obscene;1955
1500;i heard the angels singing;rock;frankie laine;music;1956
1501;i feel like my time ain't long;rock;frankie laine;obscene;1956
1502;jamaica d.j.;rock;bill haley & his comets;music;1956
1503;forgive me;rock;pat boone;sadness;1956
1504;take me in your arms;rock;the platters;romantic;1956
1505;i'm gonna sit right down and cry (over you);rock;elvis presley;feelings;1956
1506;first in line;rock;elvis presley;romantic;1956
1507;how's the world treating you;rock;elvis presley;world/life;1956
1508;blue suede shoes;rock;elvis presley;music;1956
1509;blue moon;rock;elvis presley;music;1956
1510;love me;rock;elvis presley;sadness;1956
1511;ready teddy;rock;elvis presley;night/time;1956
1512;i'm counting on you;rock;elvis presley;romantic;1956
1513;i flipped;rock;gene vincent & his blue caps;obscene;1956
1514;jezebel;rock;gene vincent & his blue caps;violence;1956
1515;jumps, giggles and shouts;rock;gene vincent & his blue caps;violence;1956
1516;hot dog, buddy, buddy;rock;bill haley & his comets;night/time;1956
1517;ain't she sweet;rock;gene vincent & his blue caps;romantic;1956
1518;the crossing;rock;ray campi;obscene;1957
1519;you can't catch me;rock;ray campi;obscene;1957
1520;i didn't mean to be mean;rock;ray campi;obscene;1957
1521;it ain't me;rock;ray campi;world/life;1957
1522;give that love to me;rock;ray campi;obscene;1957
1523;loretta;rock;ray campi;violence;1957
1524;when will i be loved;rock;the everly brothers;romantic;1957
1525;that ain't right;rock;frankie laine;sadness;1957
1526;don't forget;rock;the platters;world/life;1957
1527;o promise me;rock;the platters;music;1957
1528;time and tide;rock;the platters;world/life;1957
1529;darktown strutter's ball;rock;the platters;obscene;1957
1530;rockin' chair;rock;frankie laine;night/time;1957
1531;i'll be home for christmas;rock;elvis presley;music;1957
1532;blueberry hill;rock;elvis presley;romantic;1957
1533;it is no secret (what god can do);rock;elvis presley;sadness;1957
1534;don't leave me now;rock;elvis presley;sadness;1957
1535;true love;rock;elvis presley;romantic;1957
1536;cat man;rock;gene vincent & his blue caps;obscene;1957
1537;tell me why;rock;elvis presley;sadness;1957
1538;cruisin';rock;gene vincent & his blue caps;obscene;1957
1539;lonesome cowboy;rock;elvis presley;music;1957
1540;tennessee;rock;carl perkins;music;1957
1541;your true love;rock;carl perkins;romantic;1957
1542;i sure miss you;rock;gene vincent & his blue caps;feelings;1957
1543;sure to fall;rock;carl perkins;romantic;1957
1544;unchained melody;rock;gene vincent & his blue caps;night/time;1957
1545;gone, gone, gone;rock;carl perkins;feelings;1957
1546;limbo dance;rock;the champs;violence;1958
1547;keep it a secret;rock;gene vincent & his blue caps;sadness;1958
1548;you'll never walk alone;rock;gene vincent & his blue caps;sadness;1958
1549;flea brain;rock;gene vincent;violence;1958
1550;midnight on a rainy monday;rock;frankie laine;violence;1958
1551;you've changed;rock;frankie laine;world/life;1958
1552;laura;rock;frankie laine;violence;1958
1553;mam'selle;rock;frankie laine;romantic;1958
1554;endless sleep;rock;marty wilde;sadness;1958
1555;i'll be there;rock;the champs;violence;1958
1556;raunchy;rock;the champs;obscene;1958
1557;as long as i have you;rock;elvis presley;world/life;1958
1558;young dreams;rock;elvis presley;romantic;1958
1559;lover doll;rock;elvis presley;romantic;1958
1560;new orleans;rock;elvis presley;world/life;1958
1561;don't ask me why;rock;elvis presley;romantic;1958
1562;king creole;rock;elvis presley;feelings;1958
1563;love me tender;rock;elvis presley;romantic;1958
1564;heartbreak hotel;rock;elvis presley;sadness;1958
1565;jailhouse rock;rock;elvis presley;music;1958
1566;that's when your heartaches begin;rock;elvis presley;world/life;1958
1567;any way you want me (that's how i will be);rock;elvis presley;romantic;1958
1568;trouble;rock;elvis presley;violence;1958
1569;shake, rattle and roll;rock;carl perkins;obscene;1958
1570;in my dreams;rock;gene vincent & his blue caps;romantic;1958
1571;git it;rock;gene vincent & his blue caps;music;1958
1572;someone watching over you;rock;the big bopper;violence;1958
1573;santy anno;rock;the kingston trio;sadness;1958
1574;that's all right;rock;carl perkins;night/time;1958
1575;steadfast, loyal and true;rock;elvis presley;world/life;1958
1576;fast freight;rock;the kingston trio;music;1958
1577;my heart;rock;gene vincent;romantic;1959
1578;oleanna;rock;the kingston trio;music;1959
1579;gue gue;rock;the kingston trio;music;1959
1580;wimoweh;rock;the kingston trio;night/time;1959
1581;haul away;rock;the kingston trio;sadness;1959
1582;ready teddy;rock;gene vincent;night/time;1959
1583;the unfortunate miss bailey;rock;the kingston trio;feelings;1959
1584;the long black rifle;rock;the kingston trio;violence;1959
1585;i don't care if the sun don't shine;rock;elvis presley;romantic;1959
1586;blow ye winds;rock;the kingston trio;music;1959
1587;i forgot to remember to forget;rock;elvis presley;world/life;1959
1588;you're a heartbreaker;rock;elvis presley;sadness;1959
1589;we're gonna move;rock;elvis presley;obscene;1959
1590;i beg of you;rock;elvis presley;romantic;1959
1591;(now and then there's) a fool such as i;rock;elvis presley;sadness;1959
1592;that's all right;rock;elvis presley;night/time;1959
1593;one night;rock;elvis presley;world/life;1959
1594;i got stung;rock;elvis presley;violence;1959
1595;i was the one;rock;elvis presley;world/life;1959
1596;blue moon of kentucky;rock;elvis presley;music;1959
1597;twilight;rock;the paragons;world/life;1959
1598;fast freight;rock;ritchie valens;music;1959
1599;across the wide missouri;rock;the kingston trio;world/life;1959
1600;they call the wind maria;rock;the kingston trio;music;1959
1601;all my sorrows;rock;the kingston trio;sadness;1959
1602;poor boy;rock;elvis presley;sadness;1959
1603;my wish came true;rock;elvis presley;sadness;1959
1604;remember the alamo;rock;the kingston trio;world/life;1959
1605;everglades;rock;the kingston trio;violence;1960
1606;blue eyes crying in the rain;rock;gene vincent;sadness;1960
1607;just for you;rock;sam cooke;world/life;1960
1608;loving you (from passion);rock;peabo bryson;sadness;1960
1609;with her head tucked underneath her arm;rock;the kingston trio;violence;1960
1610;joshua fit the battle;rock;elvis presley;violence;1960
1611;wooden heart;rock;elvis presley;sadness;1960
1612;it feels so right;rock;elvis presley;night/time;1960
1613;i believe in the man in the sky;rock;elvis presley;world/life;1960
1614;his hand in mine;rock;elvis presley;romantic;1960
1615;happy birthday, sweet sixteen;rock;neil sedaka;romantic;1960
1616;such a night;rock;elvis presley;romantic;1960
1617;fever;rock;elvis presley;romantic;1960
1618;pocketful of rainbows;rock;elvis presley;romantic;1960
1619;in my father's house;rock;elvis presley;world/life;1960
1620;tonight's all right for love;rock;elvis presley;night/time;1960
1621;tonight is so right for love;rock;elvis presley;night/time;1960
1622;mumblin' guitar;rock;bo diddley;obscene;1960
1623;the last letter;rock;wanda jackson;world/life;1961
1624;gringo;rock;the ventures;obscene;1961
1625;trambone;rock;the ventures;obscene;1961
1626;i may never get to heaven;rock;wanda jackson;romantic;1961
1627;lonely heart;rock;the ventures;sadness;1961
1628;lonesome town;rock;the ventures;sadness;1961
1629;who shot sam;rock;wanda jackson;violence;1961
1630;why i'm walkin';rock;wanda jackson;obscene;1961
1631;slippin' and slidin';rock;wanda jackson;night/time;1961
1632;senora;rock;the kingston trio;world/life;1961
1633;oh, sail away;rock;the kingston trio;sadness;1961
1634;when my love was here;rock;the kingston trio;music;1961
